symbol,weight,date,ttf_name,optimized_at
NMR,0.1555008038202839,2022-12-02,Investment Banking and Brokerage,2022-12-02 20:24:11.709951
FNF,0.13158745156857413,2022-12-02,Investment Banking and Brokerage,2022-12-02 20:24:11.709951
GS,0.13007712742428273,2022-12-02,Investment Banking and Brokerage,2022-12-02 20:24:11.709951
MS,0.11859370513316875,2022-12-02,Investment Banking and Brokerage,2022-12-02 20:24:11.709951
IBKR,0.11521378467755398,2022-12-02,Investment Banking and Brokerage,2022-12-02 20:24:11.709951
SCHW,0.1085925585825322,2022-12-02,Investment Banking and Brokerage,2022-12-02 20:24:11.709951
LPLA,0.10052177111755028,2022-12-02,Investment Banking and Brokerage,2022-12-02 20:24:11.709951
XP,0.07933589939473316,2022-12-02,Investment Banking and Brokerage,2022-12-02 20:24:11.709951
HOOD,0.06057689828132104,2022-12-02,Investment Banking and Brokerage,2022-12-02 20:24:11.709951
GEN,0.19423757713255338,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
CHKP,0.10008714196738891,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
NTCT,0.0999083854033169,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
CSCO,0.0877914936595967,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
RDWR,0.05405960852978903,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
ATEN,0.05315150422689874,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
FFIV,0.052564928058073265,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
PANW,0.04303844342006736,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
QLYS,0.04237533621443384,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
TENB,0.0346067550440391,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
FTNT,0.033803090757262066,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
CYBR,0.03330400926438791,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
RPD,0.029974414203143243,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
VRNS,0.028497596288326477,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
CRWD,0.02757661369048501,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
OKTA,0.02344077823805398,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
S,0.02198643614415032,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
ZS,0.021706527366655532,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
NET,0.017889360391378433,2022-12-02,Cybersecurity,2022-12-02 20:24:12.706399
LOPE,0.25237254907924817,2022-12-02,EdTech,2022-12-02 20:24:12.939264
LRN,0.2023739371916309,2022-12-02,EdTech,2022-12-02 20:24:12.939264
ARCE,0.16083683027330323,2022-12-02,EdTech,2022-12-02 20:24:12.939264
COUR,0.13840694098060355,2022-12-02,EdTech,2022-12-02 20:24:12.939264
UDMY,0.12765501522988576,2022-12-02,EdTech,2022-12-02 20:24:12.939264
CHGG,0.11835472724532835,2022-12-02,EdTech,2022-12-02 20:24:12.939264
ZWS,0.198638910302627,2022-12-02,Water Utilities,2022-12-02 20:24:13.155913
AWK,0.18147245203357304,2022-12-02,Water Utilities,2022-12-02 20:24:13.155913
WTRG,0.17843632259425027,2022-12-02,Water Utilities,2022-12-02 20:24:13.155913
MSEX,0.14996674806759647,2022-12-02,Water Utilities,2022-12-02 20:24:13.155913
CWT,0.1498119694535852,2022-12-02,Water Utilities,2022-12-02 20:24:13.155913
AWR,0.14167359754836803,2022-12-02,Water Utilities,2022-12-02 20:24:13.155913
WPM,0.18665729943648074,2022-12-02,Silver Mining,2022-12-02 20:24:13.425202
BVN,0.14992784183173014,2022-12-02,Silver Mining,2022-12-02 20:24:13.425202
AUY,0.14879111905897457,2022-12-02,Silver Mining,2022-12-02 20:24:13.425202
HL,0.10985956924493447,2022-12-02,Silver Mining,2022-12-02 20:24:13.425202
AG,0.1091734507219353,2022-12-02,Silver Mining,2022-12-02 20:24:13.425202
FSM,0.10320610523047423,2022-12-02,Silver Mining,2022-12-02 20:24:13.425202
EXK,0.09784334950782261,2022-12-02,Silver Mining,2022-12-02 20:24:13.425202
CDE,0.09454126496764804,2022-12-02,Silver Mining,2022-12-02 20:24:13.425202
TTC,0.11916394733112948,2022-12-02,Heavy Equipment and Machinery,2022-12-02 20:24:13.733640
PCAR,0.11471490485259214,2022-12-02,Heavy Equipment and Machinery,2022-12-02 20:24:13.733640
LNN,0.11352532710314463,2022-12-02,Heavy Equipment and Machinery,2022-12-02 20:24:13.733640
ALSN,0.1092254486472726,2022-12-02,Heavy Equipment and Machinery,2022-12-02 20:24:13.733640
OSK,0.10602570147928389,2022-12-02,Heavy Equipment and Machinery,2022-12-02 20:24:13.733640
CAT,0.0944252438339488,2022-12-02,Heavy Equipment and Machinery,2022-12-02 20:24:13.733640
DE,0.0936136599991965,2022-12-02,Heavy Equipment and Machinery,2022-12-02 20:24:13.733640
TEX,0.0842804874690009,2022-12-02,Heavy Equipment and Machinery,2022-12-02 20:24:13.733640
CNHI,0.08423843945226157,2022-12-02,Heavy Equipment and Machinery,2022-12-02 20:24:13.733640
AGCO,0.08078683983216954,2022-12-02,Heavy Equipment and Machinery,2022-12-02 20:24:13.733640
SONY,0.3,2022-12-02,Virtual Reality and AR,2022-12-02 20:24:14.049760
MSFT,0.21974955920793368,2022-12-02,Virtual Reality and AR,2022-12-02 20:24:14.049760
QCOM,0.14395518131979235,2022-12-02,Virtual Reality and AR,2022-12-02 20:24:14.049760
BABA,0.09706726758062928,2022-12-02,Virtual Reality and AR,2022-12-02 20:24:14.049760
BIDU,0.09344383137767569,2022-12-02,Virtual Reality and AR,2022-12-02 20:24:14.049760
SNAP,0.05867188272420471,2022-12-02,Virtual Reality and AR,2022-12-02 20:24:14.049760
NVDA,0.05715549997305089,2022-12-02,Virtual Reality and AR,2022-12-02 20:24:14.049760
U,0.029956777816713485,2022-12-02,Virtual Reality and AR,2022-12-02 20:24:14.049760
RY,0.05432587227240547,2022-12-02,Banking,2022-12-02 20:24:14.787425
BNS,0.053967639929061596,2022-12-02,Banking,2022-12-02 20:24:14.787425
TD,0.05382665489395292,2022-12-02,Banking,2022-12-02 20:24:14.787425
HDB,0.05362621675296422,2022-12-02,Banking,2022-12-02 20:24:14.787425
CM,0.052067905102495544,2022-12-02,Banking,2022-12-02 20:24:14.787425
USB,0.05171267668384356,2022-12-02,Banking,2022-12-02 20:24:14.787425
GS,0.05001582757306748,2022-12-02,Banking,2022-12-02 20:24:14.787425
BSBR,0.04893887768431156,2022-12-02,Banking,2022-12-02 20:24:14.787425
JPM,0.04882893067486938,2022-12-02,Banking,2022-12-02 20:24:14.787425
MS,0.04878466367088701,2022-12-02,Banking,2022-12-02 20:24:14.787425
HSBC,0.04861277248010982,2022-12-02,Banking,2022-12-02 20:24:14.787425
C,0.04690852575595712,2022-12-02,Banking,2022-12-02 20:24:14.787425
BAC,0.04565443850770485,2022-12-02,Banking,2022-12-02 20:24:14.787425
WFC,0.045413651295374245,2022-12-02,Banking,2022-12-02 20:24:14.787425
EWBC,0.041242816771188455,2022-12-02,Banking,2022-12-02 20:24:14.787425
COF,0.041004895032599846,2022-12-02,Banking,2022-12-02 20:24:14.787425
LYG,0.03944842793623445,2022-12-02,Banking,2022-12-02 20:24:14.787425
BCS,0.03773625825240539,2022-12-02,Banking,2022-12-02 20:24:14.787425
ING,0.037323814400803394,2022-12-02,Banking,2022-12-02 20:24:14.787425
DB,0.03459992221594147,2022-12-02,Banking,2022-12-02 20:24:14.787425
NU,0.0330202594510024,2022-12-02,Banking,2022-12-02 20:24:14.787425
CS,0.032938952662819966,2022-12-02,Banking,2022-12-02 20:24:14.787425
IBM,0.3,2022-12-02,Analytics and BI Platforms,2022-12-02 20:24:15.036120
ORCL,0.23209713364858667,2022-12-02,Analytics and BI Platforms,2022-12-02 20:24:15.036120
SAP,0.2004510845011383,2022-12-02,Analytics and BI Platforms,2022-12-02 20:24:15.036120
AYX,0.10263570953335165,2022-12-02,Analytics and BI Platforms,2022-12-02 20:24:15.036120
SPLK,0.09720894929138982,2022-12-02,Analytics and BI Platforms,2022-12-02 20:24:15.036120
DOMO,0.06760712302553365,2022-12-02,Analytics and BI Platforms,2022-12-02 20:24:15.036120
IBM,0.19626268868279,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
CSCO,0.09684560697774999,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
ORCL,0.0914334219408499,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
GOOG,0.070000399019423,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
TXN,0.06215514389241769,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
BABA,0.05191722773695716,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
TSM,0.05151387336379928,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
AMZN,0.04850266747245964,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
INTC,0.04648318202104721,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
MSFT,0.0446671322035742,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
AVGO,0.04395829122958687,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
AAPL,0.042582584090765555,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
ADBE,0.03573144459368062,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
CRM,0.03459554254200066,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
QCOM,0.033366227134475936,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
ASML,0.019430499801888493,2022-12-02,Big Tech,2022-12-02 20:24:16.087970
