symbol,weight,date,ttf_name,optimized_at
MS,0.14055377672279457,2023-05-01,Investment Banking and Brokerage,2023-05-01 07:00:05.463043
GS,0.14038932005339788,2023-05-01,Investment Banking and Brokerage,2023-05-01 07:00:05.463043
FNF,0.13489824471945647,2023-05-01,Investment Banking and Brokerage,2023-05-01 07:00:05.463043
NMR,0.11765743765730476,2023-05-01,Investment Banking and Brokerage,2023-05-01 07:00:05.463043
IBKR,0.10593797522559387,2023-05-01,Investment Banking and Brokerage,2023-05-01 07:00:05.463043
SCHW,0.09470283713472663,2023-05-01,Investment Banking and Brokerage,2023-05-01 07:00:05.463043
HOOD,0.09138256407419175,2023-05-01,Investment Banking and Brokerage,2023-05-01 07:00:05.463043
LPLA,0.09032635554150034,2023-05-01,Investment Banking and Brokerage,2023-05-01 07:00:05.463043
XP,0.08415148887103377,2023-05-01,Investment Banking and Brokerage,2023-05-01 07:00:05.463043
CHKP,0.12419083564948308,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
GEN,0.10300744678131903,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
CSCO,0.10291266331288719,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
NTCT,0.09304056783597861,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
ATEN,0.08600176739637477,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
FFIV,0.055210877626101725,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
RDWR,0.05420035989740567,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
PANW,0.05098891716566289,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
QLYS,0.043165265897839186,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
FTNT,0.040146113880862644,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
CYBR,0.03856613097049021,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
CRWD,0.03416903189925523,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
VRNS,0.030267363274026897,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
TENB,0.03024893518499378,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
OKTA,0.027965595432022046,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
S,0.02353850614827877,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
ZS,0.022904482897072195,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
RPD,0.022899128065389466,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
NET,0.01657601068455665,2023-05-01,Cybersecurity,2023-05-01 07:00:06.228825
LOPE,0.2973882580453318,2023-05-01,EdTech,2023-05-01 07:00:06.427650
LRN,0.19711844807063167,2023-05-01,EdTech,2023-05-01 07:00:06.427650
UDMY,0.17764377152091435,2023-05-01,EdTech,2023-05-01 07:00:06.427650
CHGG,0.166058675928491,2023-05-01,EdTech,2023-05-01 07:00:06.427650
COUR,0.16179084643463118,2023-05-01,EdTech,2023-05-01 07:00:06.427650
ZWS,0.18217696104522024,2023-05-01,Water Utilities,2023-05-01 07:00:06.631953
AWK,0.17734403850404987,2023-05-01,Water Utilities,2023-05-01 07:00:06.631953
WTRG,0.17349601373027307,2023-05-01,Water Utilities,2023-05-01 07:00:06.631953
CWT,0.15696953838660355,2023-05-01,Water Utilities,2023-05-01 07:00:06.631953
MSEX,0.15630645273835278,2023-05-01,Water Utilities,2023-05-01 07:00:06.631953
AWR,0.15370699559550047,2023-05-01,Water Utilities,2023-05-01 07:00:06.631953
WPM,0.20040842455071353,2023-05-01,Silver Mining,2023-05-01 07:00:06.895720
BVN,0.1784203192676547,2023-05-01,Silver Mining,2023-05-01 07:00:06.895720
HL,0.11225421537032614,2023-05-01,Silver Mining,2023-05-01 07:00:06.895720
AG,0.11025861012187786,2023-05-01,Silver Mining,2023-05-01 07:00:06.895720
EXK,0.10597720438363913,2023-05-01,Silver Mining,2023-05-01 07:00:06.895720
FSM,0.1050915403003933,2023-05-01,Silver Mining,2023-05-01 07:00:06.895720
CDE,0.09423124062900835,2023-05-01,Silver Mining,2023-05-01 07:00:06.895720
GATO,0.09335844537638706,2023-05-01,Silver Mining,2023-05-01 07:00:06.895720
OSK,0.11025928868332231,2023-05-01,Heavy Equipment and Machinery,2023-05-01 07:00:07.638450
TTC,0.10939155674634951,2023-05-01,Heavy Equipment and Machinery,2023-05-01 07:00:07.638450
PCAR,0.10819632213594621,2023-05-01,Heavy Equipment and Machinery,2023-05-01 07:00:07.638450
ALSN,0.10292038797977983,2023-05-01,Heavy Equipment and Machinery,2023-05-01 07:00:07.638450
LNN,0.10237382444729445,2023-05-01,Heavy Equipment and Machinery,2023-05-01 07:00:07.638450
DE,0.09842711213947163,2023-05-01,Heavy Equipment and Machinery,2023-05-01 07:00:07.638450
CAT,0.0983319016601979,2023-05-01,Heavy Equipment and Machinery,2023-05-01 07:00:07.638450
CNHI,0.09512750875771975,2023-05-01,Heavy Equipment and Machinery,2023-05-01 07:00:07.638450
AGCO,0.09163467044824965,2023-05-01,Heavy Equipment and Machinery,2023-05-01 07:00:07.638450
TEX,0.08333742700166874,2023-05-01,Heavy Equipment and Machinery,2023-05-01 07:00:07.638450
