symbol,weight,date,ttf_name,optimized_at
MS,0.13322509505583524,2023-03-01,Investment Banking and Brokerage,2023-03-01 07:00:07.480903
FNF,0.1323302349167617,2023-03-01,Investment Banking and Brokerage,2023-03-01 07:00:07.480903
GS,0.1320078561490695,2023-03-01,Investment Banking and Brokerage,2023-03-01 07:00:07.480903
NMR,0.11805444870661952,2023-03-01,Investment Banking and Brokerage,2023-03-01 07:00:07.480903
SCHW,0.11448068414998847,2023-03-01,Investment Banking and Brokerage,2023-03-01 07:00:07.480903
IBKR,0.10817477096053638,2023-03-01,Investment Banking and Brokerage,2023-03-01 07:00:07.480903
LPLA,0.0981233329935673,2023-03-01,Investment Banking and Brokerage,2023-03-01 07:00:07.480903
XP,0.08310437212832426,2023-03-01,Investment Banking and Brokerage,2023-03-01 07:00:07.480903
HOOD,0.08049920493929767,2023-03-01,Investment Banking and Brokerage,2023-03-01 07:00:07.480903
CHKP,0.12658250212300948,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
GEN,0.1142709477049952,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
CSCO,0.1118379080554235,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
NTCT,0.09394195354896313,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
ATEN,0.07220311012383668,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
FFIV,0.0568458018542348,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
RDWR,0.05510999728398069,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
PANW,0.04937209393266718,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
QLYS,0.044991823747117195,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
FTNT,0.03619152827674677,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
CYBR,0.03539616851844529,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
TENB,0.03467787447209271,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
CRWD,0.031616867878050944,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
VRNS,0.02782739931516506,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
RPD,0.025771682419638745,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
OKTA,0.024425068530301262,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
S,0.023599331310546635,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
ZS,0.020855784217873274,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
NET,0.014482156686911381,2023-03-01,Cybersecurity,2023-03-01 07:00:08.423290
LOPE,0.23418273660065592,2023-03-01,EdTech,2023-03-01 07:00:08.662118
LRN,0.17936678732945474,2023-03-01,EdTech,2023-03-01 07:00:08.662118
ARCE,0.17801622093685227,2023-03-01,EdTech,2023-03-01 07:00:08.662118
UDMY,0.14469959612544575,2023-03-01,EdTech,2023-03-01 07:00:08.662118
COUR,0.13775960871706458,2023-03-01,EdTech,2023-03-01 07:00:08.662118
CHGG,0.12597505029052686,2023-03-01,EdTech,2023-03-01 07:00:08.662118
WTRG,0.1795853110949787,2023-03-01,Water Utilities,2023-03-01 07:00:08.858141
AWK,0.1770883667314603,2023-03-01,Water Utilities,2023-03-01 07:00:08.858141
ZWS,0.1734109189981895,2023-03-01,Water Utilities,2023-03-01 07:00:08.858141
CWT,0.15921858247586537,2023-03-01,Water Utilities,2023-03-01 07:00:08.858141
MSEX,0.1579024630255196,2023-03-01,Water Utilities,2023-03-01 07:00:08.858141
AWR,0.1527943576739866,2023-03-01,Water Utilities,2023-03-01 07:00:08.858141
WPM,0.19082757333002323,2023-03-01,Silver Mining,2023-03-01 07:00:09.106499
BVN,0.17162632936978592,2023-03-01,Silver Mining,2023-03-01 07:00:09.106499
AUY,0.1473123871404338,2023-03-01,Silver Mining,2023-03-01 07:00:09.106499
AG,0.10783574216759421,2023-03-01,Silver Mining,2023-03-01 07:00:09.106499
HL,0.10162885524531821,2023-03-01,Silver Mining,2023-03-01 07:00:09.106499
FSM,0.09790832697211134,2023-03-01,Silver Mining,2023-03-01 07:00:09.106499
EXK,0.09581430546366829,2023-03-01,Silver Mining,2023-03-01 07:00:09.106499
CDE,0.08704648031106507,2023-03-01,Silver Mining,2023-03-01 07:00:09.106499
TTC,0.11619232246138449,2023-03-01,Heavy Equipment and Machinery,2023-03-01 07:00:10.731491
PCAR,0.11134605715831057,2023-03-01,Heavy Equipment and Machinery,2023-03-01 07:00:10.731491
LNN,0.10960063179206506,2023-03-01,Heavy Equipment and Machinery,2023-03-01 07:00:10.731491
OSK,0.10711209034381773,2023-03-01,Heavy Equipment and Machinery,2023-03-01 07:00:10.731491
ALSN,0.10409414673888097,2023-03-01,Heavy Equipment and Machinery,2023-03-01 07:00:10.731491
DE,0.09768247110967983,2023-03-01,Heavy Equipment and Machinery,2023-03-01 07:00:10.731491
CAT,0.09520923311097025,2023-03-01,Heavy Equipment and Machinery,2023-03-01 07:00:10.731491
TEX,0.08677399928236082,2023-03-01,Heavy Equipment and Machinery,2023-03-01 07:00:10.731491
AGCO,0.08664939234229621,2023-03-01,Heavy Equipment and Machinery,2023-03-01 07:00:10.731491
