date,ttf_name,symbol,weight
2020-11-01,Government and Commercial Construction,MTZ,0.075349891
2020-12-01,Government and Commercial Construction,MTZ,0.077184391
2021-01-01,Government and Commercial Construction,MTZ,0.063212004
2021-02-01,Government and Commercial Construction,MTZ,0.066188855
2021-03-01,Government and Commercial Construction,MTZ,0.071304282
2021-04-01,Government and Commercial Construction,MTZ,0.08794048
2021-05-01,Government and Commercial Construction,MTZ,0.091605446
2021-06-01,Government and Commercial Construction,MTZ,0.094303884
2021-07-01,Government and Commercial Construction,MTZ,0.090790172
2021-08-01,Government and Commercial Construction,MTZ,0.095027333
2021-09-01,Government and Commercial Construction,MTZ,0.092778253
2021-10-01,Government and Commercial Construction,MTZ,0.085949213
2021-11-01,Government and Commercial Construction,MTZ,0.066755688
2021-12-01,Government and Commercial Construction,MTZ,0.043810872
2022-01-01,Government and Commercial Construction,MTZ,0.043676932
2022-02-01,Government and Commercial Construction,MTZ,0.060590085
2022-03-01,Government and Commercial Construction,MTZ,0.070706369
2022-04-01,Government and Commercial Construction,MTZ,0.076686434
2022-05-01,Government and Commercial Construction,MTZ,0.079962099
2022-06-01,Government and Commercial Construction,MTZ,0.090846794
2022-07-01,Government and Commercial Construction,MTZ,0.086616109
2022-08-01,Government and Commercial Construction,MTZ,0.085987508
2022-09-01,Government and Commercial Construction,MTZ,0.086363849
2022-10-01,Government and Commercial Construction,MTZ,0.087747688
2015-02-01,Government and Commercial Construction,STRL,0.01
2015-03-01,Government and Commercial Construction,STRL,0.04890432
2015-04-01,Government and Commercial Construction,STRL,0.01
2015-05-01,Government and Commercial Construction,STRL,0.01
2015-06-01,Government and Commercial Construction,STRL,0.01
2015-07-01,Government and Commercial Construction,STRL,0.01
2015-08-01,Government and Commercial Construction,STRL,0.01
2015-09-01,Government and Commercial Construction,STRL,0.055838287
2015-10-01,Government and Commercial Construction,STRL,0.072988766
2015-11-01,Government and Commercial Construction,STRL,0.084472388
2015-12-01,Government and Commercial Construction,STRL,0.08406336
2016-01-01,Government and Commercial Construction,STRL,0.099303765
2016-02-01,Government and Commercial Construction,STRL,0.095688629
2016-03-01,Government and Commercial Construction,STRL,0.103856404
2016-04-01,Government and Commercial Construction,STRL,0.11193618
2016-05-01,Government and Commercial Construction,STRL,0.108977868
2016-06-01,Government and Commercial Construction,STRL,0.11939656
2016-07-01,Government and Commercial Construction,STRL,0.136985542
2016-08-01,Government and Commercial Construction,STRL,0.125836334
2016-09-01,Government and Commercial Construction,STRL,0.127743634
2016-10-01,Government and Commercial Construction,STRL,0.12394051
2016-11-01,Government and Commercial Construction,STRL,0.166473659
2016-12-01,Government and Commercial Construction,STRL,0.181807463
2017-01-01,Government and Commercial Construction,STRL,0.175554787
2017-02-01,Government and Commercial Construction,STRL,0.19010194
2017-03-01,Government and Commercial Construction,STRL,0.198717223
2017-04-01,Government and Commercial Construction,STRL,0.184266325
2017-05-01,Government and Commercial Construction,STRL,0.172608283
2017-06-01,Government and Commercial Construction,STRL,0.15600658
2017-07-01,Government and Commercial Construction,STRL,0.200868914
2017-08-01,Government and Commercial Construction,STRL,0.201250156
2017-09-01,Government and Commercial Construction,STRL,0.129285491
2017-10-01,Government and Commercial Construction,STRL,0.118366734
2017-11-01,Government and Commercial Construction,STRL,0.091454562
2017-12-01,Government and Commercial Construction,STRL,0.077851657
2018-01-01,Government and Commercial Construction,STRL,0.059731687
2018-02-01,Government and Commercial Construction,STRL,0.070613072
2018-03-01,Government and Commercial Construction,STRL,0.059035587
2018-04-01,Government and Commercial Construction,STRL,0.051583887
2018-05-01,Government and Commercial Construction,STRL,0.05480986
2018-06-01,Government and Commercial Construction,STRL,0.066204294
2018-07-01,Government and Commercial Construction,STRL,0.06710277
2018-08-01,Government and Commercial Construction,STRL,0.06949645
2018-09-01,Government and Commercial Construction,STRL,0.072791926
2018-10-01,Government and Commercial Construction,STRL,0.073691743
2018-11-01,Government and Commercial Construction,STRL,0.078619232
2018-12-01,Government and Commercial Construction,STRL,0.080223431
2019-01-01,Government and Commercial Construction,STRL,0.084103291
2019-02-01,Government and Commercial Construction,STRL,0.086199524
2019-03-01,Government and Commercial Construction,STRL,0.081592416
2019-04-01,Government and Commercial Construction,STRL,0.079852826
2019-05-01,Government and Commercial Construction,STRL,0.077212855
2019-06-01,Government and Commercial Construction,STRL,0.077722459
2019-07-01,Government and Commercial Construction,STRL,0.074956001
2019-08-01,Government and Commercial Construction,STRL,0.072593178
2019-09-01,Government and Commercial Construction,STRL,0.071947229
2019-10-01,Government and Commercial Construction,STRL,0.063976755
2019-11-01,Government and Commercial Construction,STRL,0.065331916
2019-12-01,Government and Commercial Construction,STRL,0.06492822
2020-01-01,Government and Commercial Construction,STRL,0.057796633
2020-02-01,Government and Commercial Construction,STRL,0.062910793
2020-03-01,Government and Commercial Construction,STRL,0.083023925
2020-04-01,Government and Commercial Construction,STRL,0.110802331
2020-05-01,Government and Commercial Construction,STRL,0.107840464
2020-06-01,Government and Commercial Construction,STRL,0.101413418
2020-07-01,Government and Commercial Construction,STRL,0.099946412
2020-08-01,Government and Commercial Construction,STRL,0.098257826
2020-09-01,Government and Commercial Construction,STRL,0.09530506
2020-10-01,Government and Commercial Construction,STRL,0.095690117
2020-11-01,Government and Commercial Construction,STRL,0.094507893
2020-12-01,Government and Commercial Construction,STRL,0.092273056
2021-01-01,Government and Commercial Construction,STRL,0.079688915
2021-02-01,Government and Commercial Construction,STRL,0.066003897
2021-03-01,Government and Commercial Construction,STRL,0.069486267
2021-04-01,Government and Commercial Construction,STRL,0.068831833
2021-05-01,Government and Commercial Construction,STRL,0.069098894
2021-06-01,Government and Commercial Construction,STRL,0.070728074
2021-07-01,Government and Commercial Construction,STRL,0.062678417
2021-08-01,Government and Commercial Construction,STRL,0.062008058
2021-09-01,Government and Commercial Construction,STRL,0.046165938
2021-10-01,Government and Commercial Construction,STRL,0.039636581
2021-11-01,Government and Commercial Construction,STRL,0.048321287
2021-12-01,Government and Commercial Construction,STRL,0.048927629
2022-01-01,Government and Commercial Construction,STRL,0.061181975
2022-02-01,Government and Commercial Construction,STRL,0.060087977
2022-03-01,Government and Commercial Construction,STRL,0.058114222
2022-04-01,Government and Commercial Construction,STRL,0.070105458
2022-05-01,Government and Commercial Construction,STRL,0.081566593
2022-06-01,Government and Commercial Construction,STRL,0.089605587
2022-07-01,Government and Commercial Construction,STRL,0.08725894
2022-08-01,Government and Commercial Construction,STRL,0.087745063
2022-09-01,Government and Commercial Construction,STRL,0.086118675
2022-10-01,Government and Commercial Construction,STRL,0.086248884
2015-02-01,Government and Commercial Construction,TPC,0.01
2015-03-01,Government and Commercial Construction,TPC,0.01
2015-04-01,Government and Commercial Construction,TPC,0.01
2015-05-01,Government and Commercial Construction,TPC,0.01
2015-06-01,Government and Commercial Construction,TPC,0.01
2015-07-01,Government and Commercial Construction,TPC,0.014295498
2015-08-01,Government and Commercial Construction,TPC,0.01
2015-09-01,Government and Commercial Construction,TPC,0.057265063
2015-10-01,Government and Commercial Construction,TPC,0.07555074
2015-11-01,Government and Commercial Construction,TPC,0.080962574
2015-12-01,Government and Commercial Construction,TPC,0.082393023
2016-01-01,Government and Commercial Construction,TPC,0.08225851
2016-02-01,Government and Commercial Construction,TPC,0.075535031
2016-03-01,Government and Commercial Construction,TPC,0.072686722
2016-04-01,Government and Commercial Construction,TPC,0.07029568
2016-05-01,Government and Commercial Construction,TPC,0.068607468
2016-06-01,Government and Commercial Construction,TPC,0.061286563
2016-07-01,Government and Commercial Construction,TPC,0.054985991
2016-08-01,Government and Commercial Construction,TPC,0.052887083
2016-09-01,Government and Commercial Construction,TPC,0.05566924
2016-10-01,Government and Commercial Construction,TPC,0.056179805
2016-11-01,Government and Commercial Construction,TPC,0.01
2016-12-01,Government and Commercial Construction,TPC,0.01
2017-01-01,Government and Commercial Construction,TPC,0.033505234
2017-02-01,Government and Commercial Construction,TPC,0.01
2017-03-01,Government and Commercial Construction,TPC,0.01
2017-04-01,Government and Commercial Construction,TPC,0.01
2017-05-01,Government and Commercial Construction,TPC,0.01
2017-06-01,Government and Commercial Construction,TPC,0.01
2017-07-01,Government and Commercial Construction,TPC,0.01
2017-08-01,Government and Commercial Construction,TPC,0.01
2017-09-01,Government and Commercial Construction,TPC,0.01
2017-10-01,Government and Commercial Construction,TPC,0.01
2017-11-01,Government and Commercial Construction,TPC,0.01
2017-12-01,Government and Commercial Construction,TPC,0.01
2018-01-01,Government and Commercial Construction,TPC,0.01
2018-02-01,Government and Commercial Construction,TPC,0.01
2018-03-01,Government and Commercial Construction,TPC,0.096189839
2018-04-01,Government and Commercial Construction,TPC,0.096255781
2018-05-01,Government and Commercial Construction,TPC,0.092630468
2018-06-01,Government and Commercial Construction,TPC,0.096531596
2018-07-01,Government and Commercial Construction,TPC,0.093058399
2018-08-01,Government and Commercial Construction,TPC,0.093621453
2018-09-01,Government and Commercial Construction,TPC,0.096120386
2018-10-01,Government and Commercial Construction,TPC,0.097574686
2018-11-01,Government and Commercial Construction,TPC,0.093918029
2018-12-01,Government and Commercial Construction,TPC,0.089899507
2019-01-01,Government and Commercial Construction,TPC,0.089686395
2019-02-01,Government and Commercial Construction,TPC,0.089436732
2019-03-01,Government and Commercial Construction,TPC,0.07819699
2019-04-01,Government and Commercial Construction,TPC,0.078402565
2019-05-01,Government and Commercial Construction,TPC,0.077407469
2019-06-01,Government and Commercial Construction,TPC,0.079825814
2019-07-01,Government and Commercial Construction,TPC,0.078839892
2019-08-01,Government and Commercial Construction,TPC,0.078957208
2019-09-01,Government and Commercial Construction,TPC,0.07488569
2019-10-01,Government and Commercial Construction,TPC,0.063205981
2019-11-01,Government and Commercial Construction,TPC,0.060401584
2019-12-01,Government and Commercial Construction,TPC,0.054883843
2020-01-01,Government and Commercial Construction,TPC,0.056976604
2020-02-01,Government and Commercial Construction,TPC,0.06322553
2020-03-01,Government and Commercial Construction,TPC,0.075464687
2020-04-01,Government and Commercial Construction,TPC,0.067953295
2020-05-01,Government and Commercial Construction,TPC,0.06797315
2020-06-01,Government and Commercial Construction,TPC,0.067016467
2020-07-01,Government and Commercial Construction,TPC,0.067907034
2020-08-01,Government and Commercial Construction,TPC,0.068052086
2020-09-01,Government and Commercial Construction,TPC,0.069168665
2020-10-01,Government and Commercial Construction,TPC,0.068600622
2020-11-01,Government and Commercial Construction,TPC,0.068426145
2020-12-01,Government and Commercial Construction,TPC,0.067071172
2021-01-01,Government and Commercial Construction,TPC,0.054780847
2021-02-01,Government and Commercial Construction,TPC,0.044247472
2021-03-01,Government and Commercial Construction,TPC,0.052383215
2021-04-01,Government and Commercial Construction,TPC,0.063749607
2021-05-01,Government and Commercial Construction,TPC,0.064042322
2021-06-01,Government and Commercial Construction,TPC,0.059467347
2021-07-01,Government and Commercial Construction,TPC,0.052158026
2021-08-01,Government and Commercial Construction,TPC,0.047765463
2021-09-01,Government and Commercial Construction,TPC,0.028368033
2021-10-01,Government and Commercial Construction,TPC,0.026112439
2021-11-01,Government and Commercial Construction,TPC,0.014144193
2021-12-01,Government and Commercial Construction,TPC,0.016561989
2022-01-01,Government and Commercial Construction,TPC,0.027625251
2022-02-01,Government and Commercial Construction,TPC,0.049867326
2022-03-01,Government and Commercial Construction,TPC,0.063979678
2022-04-01,Government and Commercial Construction,TPC,0.069540344
2022-05-01,Government and Commercial Construction,TPC,0.07331161
2022-06-01,Government and Commercial Construction,TPC,0.077352059
2022-07-01,Government and Commercial Construction,TPC,0.079723778
2022-08-01,Government and Commercial Construction,TPC,0.079874547
2022-09-01,Government and Commercial Construction,TPC,0.084832137
2022-10-01,Government and Commercial Construction,TPC,0.081711529
2019-03-01,Government and Commercial Construction,ROAD,0.101968163
2019-04-01,Government and Commercial Construction,ROAD,0.107990945
2019-05-01,Government and Commercial Construction,ROAD,0.106433691
2019-06-01,Government and Commercial Construction,ROAD,0.096878757
2019-07-01,Government and Commercial Construction,ROAD,0.091191735
2019-08-01,Government and Commercial Construction,ROAD,0.097995344
2019-09-01,Government and Commercial Construction,ROAD,0.091588398
2019-10-01,Government and Commercial Construction,ROAD,0.099718371
2019-11-01,Government and Commercial Construction,ROAD,0.096942708
2019-12-01,Government and Commercial Construction,ROAD,0.092016882
2020-01-01,Government and Commercial Construction,ROAD,0.076221068
2020-02-01,Government and Commercial Construction,ROAD,0.076224092
2020-03-01,Government and Commercial Construction,ROAD,0.084291303
2020-04-01,Government and Commercial Construction,ROAD,0.10115856
2020-05-01,Government and Commercial Construction,ROAD,0.104568466
2020-06-01,Government and Commercial Construction,ROAD,0.100402648
2020-07-01,Government and Commercial Construction,ROAD,0.098427829
2020-08-01,Government and Commercial Construction,ROAD,0.099176428
2020-09-01,Government and Commercial Construction,ROAD,0.097480872
2020-10-01,Government and Commercial Construction,ROAD,0.098802492
2020-11-01,Government and Commercial Construction,ROAD,0.099127352
2020-12-01,Government and Commercial Construction,ROAD,0.096749275
2021-01-01,Government and Commercial Construction,ROAD,0.089376718
2021-02-01,Government and Commercial Construction,ROAD,0.063280871
2021-03-01,Government and Commercial Construction,ROAD,0.068996805
2021-04-01,Government and Commercial Construction,ROAD,0.077429112
2021-05-01,Government and Commercial Construction,ROAD,0.076201355
2021-06-01,Government and Commercial Construction,ROAD,0.07824585
2021-07-01,Government and Commercial Construction,ROAD,0.07089043
2021-08-01,Government and Commercial Construction,ROAD,0.063480963
2021-09-01,Government and Commercial Construction,ROAD,0.064704782
2021-10-01,Government and Commercial Construction,ROAD,0.063655109
2021-11-01,Government and Commercial Construction,ROAD,0.067767493
2021-12-01,Government and Commercial Construction,ROAD,0.064116084
2022-01-01,Government and Commercial Construction,ROAD,0.08713469
2022-02-01,Government and Commercial Construction,ROAD,0.063665953
2022-03-01,Government and Commercial Construction,ROAD,0.063734862
2022-04-01,Government and Commercial Construction,ROAD,0.084553715
2022-05-01,Government and Commercial Construction,ROAD,0.092854603
2022-06-01,Government and Commercial Construction,ROAD,0.095370226
2022-07-01,Government and Commercial Construction,ROAD,0.090416414
2022-08-01,Government and Commercial Construction,ROAD,0.088848091
2022-09-01,Government and Commercial Construction,ROAD,0.086693305
2022-10-01,Government and Commercial Construction,ROAD,0.085836301
2021-11-01,Government and Commercial Construction,AGFY,0.01
2021-12-01,Government and Commercial Construction,AGFY,0.040442109
2022-01-01,Government and Commercial Construction,AGFY,0.03991102
2022-02-01,Government and Commercial Construction,AGFY,0.021878247
2022-03-01,Government and Commercial Construction,AGFY,0.035515272
2022-04-01,Government and Commercial Construction,AGFY,0.041735119
2022-05-01,Government and Commercial Construction,AGFY,0.045242244
2022-06-01,Government and Commercial Construction,AGFY,0.049676635
2022-07-01,Government and Commercial Construction,AGFY,0.050850678
2022-08-01,Government and Commercial Construction,AGFY,0.052080946
2022-09-01,Government and Commercial Construction,AGFY,0.052312861
2022-10-01,Government and Commercial Construction,AGFY,0.051322631
2015-02-01,Video game industry,NTES,0.3
2015-03-01,Video game industry,NTES,0.29799227
2015-04-01,Video game industry,NTES,0.285866242
2015-05-01,Video game industry,NTES,0.279494033
2015-06-01,Video game industry,NTES,0.275430754
2015-07-01,Video game industry,NTES,0.267064892
2015-08-01,Video game industry,NTES,0.233923773
2015-09-01,Video game industry,NTES,0.227880928
2015-10-01,Video game industry,NTES,0.231429336
2015-11-01,Video game industry,NTES,0.209489813
2015-12-01,Video game industry,NTES,0.223447281
2016-01-01,Video game industry,NTES,0.227643083
2016-02-01,Video game industry,NTES,0.230085714
2016-03-01,Video game industry,NTES,0.212650103
2016-04-01,Video game industry,NTES,0.214319237
2016-05-01,Video game industry,NTES,0.222355279
2016-06-01,Video game industry,NTES,0.230782649
2016-07-01,Video game industry,NTES,0.226722413
2016-08-01,Video game industry,NTES,0.227734167
2016-09-01,Video game industry,NTES,0.230228301
2016-10-01,Video game industry,NTES,0.222272837
2016-11-01,Video game industry,NTES,0.215798451
2016-12-01,Video game industry,NTES,0.223176913
2017-01-01,Video game industry,NTES,0.221604504
2017-02-01,Video game industry,NTES,0.220739838
2017-03-01,Video game industry,NTES,0.221930777
2017-04-01,Video game industry,NTES,0.219083864
2017-05-01,Video game industry,NTES,0.219488202
2017-06-01,Video game industry,NTES,0.229389363
2017-07-01,Video game industry,NTES,0.256087377
2017-08-01,Video game industry,NTES,0.262985064
2017-09-01,Video game industry,NTES,0.3
2017-10-01,Video game industry,NTES,0.3
2017-11-01,Video game industry,NTES,0.282350367
2017-12-01,Video game industry,NTES,0.242895407
2018-01-01,Video game industry,NTES,0.225570952
2018-02-01,Video game industry,NTES,0.262284144
2018-03-01,Video game industry,NTES,0.269986369
2018-04-01,Video game industry,NTES,0.271260381
2018-05-01,Video game industry,NTES,0.270952586
2018-06-01,Video game industry,NTES,0.273494708
2018-07-01,Video game industry,NTES,0.27442645
2018-08-01,Video game industry,NTES,0.288269532
2018-09-01,Video game industry,NTES,0.297198546
2018-10-01,Video game industry,NTES,0.284686384
2018-11-01,Video game industry,NTES,0.287246937
2018-12-01,Video game industry,NTES,0.270151953
2019-01-01,Video game industry,NTES,0.275813826
2019-02-01,Video game industry,NTES,0.273557337
2019-03-01,Video game industry,NTES,0.251458254
2019-04-01,Video game industry,NTES,0.245932135
2019-05-01,Video game industry,NTES,0.241054293
2019-06-01,Video game industry,NTES,0.241800525
2019-07-01,Video game industry,NTES,0.250934813
2019-08-01,Video game industry,NTES,0.249995751
2019-09-01,Video game industry,NTES,0.241098544
2019-10-01,Video game industry,NTES,0.221989882
2019-11-01,Video game industry,NTES,0.214285572
2019-12-01,Video game industry,NTES,0.181709333
2020-01-01,Video game industry,NTES,0.175261644
2020-02-01,Video game industry,NTES,0.1701613
2020-03-01,Video game industry,NTES,0.154550345
2020-04-01,Video game industry,NTES,0.167037645
2020-05-01,Video game industry,NTES,0.166161815
2020-06-01,Video game industry,NTES,0.17262024
2020-07-01,Video game industry,NTES,0.175911623
2020-08-01,Video game industry,NTES,0.176365181
2020-09-01,Video game industry,NTES,0.178895214
2020-10-01,Video game industry,NTES,0.177559246
2020-11-01,Video game industry,NTES,0.179263028
2020-12-01,Video game industry,NTES,0.176996378
2021-01-01,Video game industry,NTES,0.171861161
2021-02-01,Video game industry,NTES,0.188435461
2021-03-01,Video game industry,NTES,0.184540642
2021-04-01,Video game industry,NTES,0.154561413
2021-05-01,Video game industry,NTES,0.153469302
2021-06-01,Video game industry,NTES,0.14798856
2021-07-01,Video game industry,NTES,0.152627973
2021-08-01,Video game industry,NTES,0.133674907
2021-09-01,Video game industry,NTES,0.116554321
2021-10-01,Video game industry,NTES,0.11575035
2021-11-01,Video game industry,NTES,0.096933994
2021-12-01,Video game industry,NTES,0.097310335
2022-01-01,Video game industry,NTES,0.094629204
2022-02-01,Video game industry,NTES,0.110855415
2022-03-01,Video game industry,NTES,0.113281147
2022-04-01,Video game industry,NTES,0.090567808
2022-05-01,Video game industry,NTES,0.097388453
2022-06-01,Video game industry,NTES,0.107763243
2022-07-01,Video game industry,NTES,0.109317776
2022-08-01,Video game industry,NTES,0.109183619
2022-09-01,Video game industry,NTES,0.102895145
2022-10-01,Video game industry,NTES,0.102622378
2015-02-01,Video game industry,ATVI,0.274037089
2015-03-01,Video game industry,ATVI,0.257971236
2015-04-01,Video game industry,ATVI,0.259586563
2015-05-01,Video game industry,ATVI,0.254414177
2015-06-01,Video game industry,ATVI,0.254042501
2015-07-01,Video game industry,ATVI,0.255792373
2015-08-01,Video game industry,ATVI,0.268434147
2015-09-01,Video game industry,ATVI,0.259982634
2015-10-01,Video game industry,ATVI,0.25819273
2015-11-01,Video game industry,ATVI,0.274092754
2015-12-01,Video game industry,ATVI,0.263768005
2016-01-01,Video game industry,ATVI,0.259010668
2016-02-01,Video game industry,ATVI,0.255871115
2016-03-01,Video game industry,ATVI,0.240901186
2016-04-01,Video game industry,ATVI,0.242452157
2016-05-01,Video game industry,ATVI,0.234640149
2016-06-01,Video game industry,ATVI,0.248817984
2016-07-01,Video game industry,ATVI,0.241658645
2016-08-01,Video game industry,ATVI,0.239041993
2016-09-01,Video game industry,ATVI,0.233819839
2016-10-01,Video game industry,ATVI,0.234195699
2016-11-01,Video game industry,ATVI,0.239530828
2016-12-01,Video game industry,ATVI,0.250212464
2017-01-01,Video game industry,ATVI,0.249374582
2017-02-01,Video game industry,ATVI,0.254453977
2017-03-01,Video game industry,ATVI,0.222248819
2017-04-01,Video game industry,ATVI,0.223769427
2017-05-01,Video game industry,ATVI,0.221581618
2017-06-01,Video game industry,ATVI,0.237258195
2017-07-01,Video game industry,ATVI,0.231945131
2017-08-01,Video game industry,ATVI,0.223939653
2017-09-01,Video game industry,ATVI,0.176563838
2017-10-01,Video game industry,ATVI,0.144822116
2017-11-01,Video game industry,ATVI,0.137619927
2017-12-01,Video game industry,ATVI,0.182020178
2018-01-01,Video game industry,ATVI,0.184991339
2018-02-01,Video game industry,ATVI,0.139738318
2018-03-01,Video game industry,ATVI,0.228044565
2018-04-01,Video game industry,ATVI,0.232003643
2018-05-01,Video game industry,ATVI,0.236492514
2018-06-01,Video game industry,ATVI,0.237108376
2018-07-01,Video game industry,ATVI,0.229092374
2018-08-01,Video game industry,ATVI,0.234795237
2018-09-01,Video game industry,ATVI,0.244298788
2018-10-01,Video game industry,ATVI,0.245743445
2018-11-01,Video game industry,ATVI,0.240000859
2018-12-01,Video game industry,ATVI,0.244720281
2019-01-01,Video game industry,ATVI,0.235737827
2019-02-01,Video game industry,ATVI,0.237205328
2019-03-01,Video game industry,ATVI,0.212284649
2019-04-01,Video game industry,ATVI,0.209256979
2019-05-01,Video game industry,ATVI,0.208323967
2019-06-01,Video game industry,ATVI,0.197953646
2019-07-01,Video game industry,ATVI,0.195761276
2019-08-01,Video game industry,ATVI,0.193800288
2019-09-01,Video game industry,ATVI,0.194029714
2019-10-01,Video game industry,ATVI,0.192122372
2019-11-01,Video game industry,ATVI,0.187726387
2019-12-01,Video game industry,ATVI,0.180547857
2020-01-01,Video game industry,ATVI,0.176605712
2020-02-01,Video game industry,ATVI,0.181140028
2020-03-01,Video game industry,ATVI,0.168641294
2020-04-01,Video game industry,ATVI,0.180458153
2020-05-01,Video game industry,ATVI,0.176614543
2020-06-01,Video game industry,ATVI,0.178947232
2020-07-01,Video game industry,ATVI,0.178525974
2020-08-01,Video game industry,ATVI,0.179453816
2020-09-01,Video game industry,ATVI,0.178389026
2020-10-01,Video game industry,ATVI,0.178046684
2020-11-01,Video game industry,ATVI,0.177084037
2020-12-01,Video game industry,ATVI,0.17805708
2021-01-01,Video game industry,ATVI,0.180977976
2021-02-01,Video game industry,ATVI,0.184023257
2021-03-01,Video game industry,ATVI,0.183502066
2021-04-01,Video game industry,ATVI,0.191196364
2021-05-01,Video game industry,ATVI,0.191756618
2021-06-01,Video game industry,ATVI,0.194587661
2021-07-01,Video game industry,ATVI,0.200252353
2021-08-01,Video game industry,ATVI,0.202101302
2021-09-01,Video game industry,ATVI,0.208411602
2021-10-01,Video game industry,ATVI,0.208590214
2021-11-01,Video game industry,ATVI,0.175952659
2021-12-01,Video game industry,ATVI,0.17770122
2022-01-01,Video game industry,ATVI,0.179633726
2022-02-01,Video game industry,ATVI,0.09262741
2022-03-01,Video game industry,ATVI,0.105713486
2022-04-01,Video game industry,ATVI,0.146073132
2022-05-01,Video game industry,ATVI,0.13707412
2022-06-01,Video game industry,ATVI,0.166726777
2022-07-01,Video game industry,ATVI,0.176775594
2022-08-01,Video game industry,ATVI,0.178831933
2022-09-01,Video game industry,ATVI,0.195005762
2022-10-01,Video game industry,ATVI,0.194264728
2015-02-01,Video game industry,EA,0.213018853
2015-03-01,Video game industry,EA,0.248610904
2015-04-01,Video game industry,EA,0.242041957
2015-05-01,Video game industry,EA,0.248559387
2015-06-01,Video game industry,EA,0.264826347
2015-07-01,Video game industry,EA,0.269270376
2015-08-01,Video game industry,EA,0.272532118
2015-09-01,Video game industry,EA,0.266284276
2015-10-01,Video game industry,EA,0.257587852
2015-11-01,Video game industry,EA,0.271291492
2015-12-01,Video game industry,EA,0.262080102
2016-01-01,Video game industry,EA,0.256382815
2016-02-01,Video game industry,EA,0.256657449
2016-03-01,Video game industry,EA,0.250503919
2016-04-01,Video game industry,EA,0.253032708
2016-05-01,Video game industry,EA,0.251533099
2016-06-01,Video game industry,EA,0.235853824
2016-07-01,Video game industry,EA,0.248520151
2016-08-01,Video game industry,EA,0.245248028
2016-09-01,Video game industry,EA,0.256948048
2016-10-01,Video game industry,EA,0.26962851
2016-11-01,Video game industry,EA,0.26698488
2016-12-01,Video game industry,EA,0.278500092
2017-01-01,Video game industry,EA,0.280229996
2017-02-01,Video game industry,EA,0.279310791
2017-03-01,Video game industry,EA,0.3
2017-04-01,Video game industry,EA,0.3
2017-05-01,Video game industry,EA,0.3
2017-06-01,Video game industry,EA,0.290655787
2017-07-01,Video game industry,EA,0.3
2017-08-01,Video game industry,EA,0.3
2017-09-01,Video game industry,EA,0.3
2017-10-01,Video game industry,EA,0.3
2017-11-01,Video game industry,EA,0.3
2017-12-01,Video game industry,EA,0.3
2018-01-01,Video game industry,EA,0.3
2018-02-01,Video game industry,EA,0.3
2018-03-01,Video game industry,EA,0.3
2018-04-01,Video game industry,EA,0.3
2018-05-01,Video game industry,EA,0.3
2018-06-01,Video game industry,EA,0.294990113
2018-07-01,Video game industry,EA,0.3
2018-08-01,Video game industry,EA,0.282645008
2018-09-01,Video game industry,EA,0.256357129
2018-10-01,Video game industry,EA,0.268475873
2018-11-01,Video game industry,EA,0.3
2018-12-01,Video game industry,EA,0.3
2019-01-01,Video game industry,EA,0.288858112
2019-02-01,Video game industry,EA,0.281673801
2019-03-01,Video game industry,EA,0.224965369
2019-04-01,Video game industry,EA,0.224835982
2019-05-01,Video game industry,EA,0.226416173
2019-06-01,Video game industry,EA,0.232564402
2019-07-01,Video game industry,EA,0.229767506
2019-08-01,Video game industry,EA,0.214123489
2019-09-01,Video game industry,EA,0.208797626
2019-10-01,Video game industry,EA,0.229753908
2019-11-01,Video game industry,EA,0.23749608
2019-12-01,Video game industry,EA,0.284903752
2020-01-01,Video game industry,EA,0.275266543
2020-02-01,Video game industry,EA,0.281578133
2020-03-01,Video game industry,EA,0.210617118
2020-04-01,Video game industry,EA,0.177831107
2020-05-01,Video game industry,EA,0.175618433
2020-06-01,Video game industry,EA,0.180304217
2020-07-01,Video game industry,EA,0.176533012
2020-08-01,Video game industry,EA,0.175794475
2020-09-01,Video game industry,EA,0.177406865
2020-10-01,Video game industry,EA,0.178458478
2020-11-01,Video game industry,EA,0.177207723
2020-12-01,Video game industry,EA,0.178764286
2021-01-01,Video game industry,EA,0.189730936
2021-02-01,Video game industry,EA,0.177358118
2021-03-01,Video game industry,EA,0.177017078
2021-04-01,Video game industry,EA,0.208514376
2021-05-01,Video game industry,EA,0.206916096
2021-06-01,Video game industry,EA,0.206884728
2021-07-01,Video game industry,EA,0.199648808
2021-08-01,Video game industry,EA,0.217469816
2021-09-01,Video game industry,EA,0.220041589
2021-10-01,Video game industry,EA,0.21005003
2021-11-01,Video game industry,EA,0.17344987
2021-12-01,Video game industry,EA,0.164701676
2022-01-01,Video game industry,EA,0.09365365
2022-02-01,Video game industry,EA,0.113360822
2022-03-01,Video game industry,EA,0.137885743
2022-04-01,Video game industry,EA,0.191375507
2022-05-01,Video game industry,EA,0.183901076
2022-06-01,Video game industry,EA,0.179248519
2022-07-01,Video game industry,EA,0.187752363
2022-08-01,Video game industry,EA,0.188559528
2022-09-01,Video game industry,EA,0.189157393
2022-10-01,Video game industry,EA,0.187801731
2015-02-01,Video game industry,TTWO,0.212944058
2015-03-01,Video game industry,TTWO,0.19542559
2015-04-01,Video game industry,TTWO,0.212505238
2015-05-01,Video game industry,TTWO,0.217532404
2015-06-01,Video game industry,TTWO,0.205700397
