symbol,weight,date,ttf_name,optimized_at
NMR,0.1599600526652114,2022-11-30,Investment Banking and Brokerage,2022-11-30 13:03:42.400536
FNF,0.1331188143350527,2022-11-30,Investment Banking and Brokerage,2022-11-30 13:03:42.400536
GS,0.12919250582903566,2022-11-30,Investment Banking and Brokerage,2022-11-30 13:03:42.400536
MS,0.11662161885502537,2022-11-30,Investment Banking and Brokerage,2022-11-30 13:03:42.400536
IBKR,0.11429355739409246,2022-11-30,Investment Banking and Brokerage,2022-11-30 13:03:42.400536
SCHW,0.10662441423394854,2022-11-30,Investment Banking and Brokerage,2022-11-30 13:03:42.400536
LPLA,0.09923859334741984,2022-11-30,Investment Banking and Brokerage,2022-11-30 13:03:42.400536
XP,0.08076828234758489,2022-11-30,Investment Banking and Brokerage,2022-11-30 13:03:42.400536
HOOD,0.0601821609926291,2022-11-30,Investment Banking and Brokerage,2022-11-30 13:03:42.400536
GEN,0.1404872727898109,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
NTCT,0.11573762144809692,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
CHKP,0.11525051099526976,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
CSCO,0.10228829975650953,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
RDWR,0.05861522921463489,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
FFIV,0.057703556846432046,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
ATEN,0.05668710978122384,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
PANW,0.04359335195990046,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
QLYS,0.04244758874715016,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
TENB,0.03548615035432537,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
FTNT,0.03352172548235992,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
CYBR,0.03306930328488308,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
RPD,0.03161276403340003,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
VRNS,0.028059612296742188,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
CRWD,0.0260215029343535,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
OKTA,0.02380916817816933,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
ZS,0.020018354030101288,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
S,0.019820991610982816,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
NET,0.015769886255653943,2022-11-30,Cybersecurity,2022-11-30 13:03:43.457095
LOPE,0.3,2022-11-30,EdTech,2022-11-30 13:03:43.661445
LRN,0.23533952751007553,2022-11-30,EdTech,2022-11-30 13:03:43.661445
COUR,0.16599571678460337,2022-11-30,EdTech,2022-11-30 13:03:43.661445
UDMY,0.1556250822334838,2022-11-30,EdTech,2022-11-30 13:03:43.661445
CHGG,0.1430396734718373,2022-11-30,EdTech,2022-11-30 13:03:43.661445
WPM,0.18428058894307528,2022-11-30,Silver mining,2022-11-30 13:03:43.939861
BVN,0.14843106758553265,2022-11-30,Silver mining,2022-11-30 13:03:43.939861
AUY,0.14821591220081348,2022-11-30,Silver mining,2022-11-30 13:03:43.939861
HL,0.11067387321234912,2022-11-30,Silver mining,2022-11-30 13:03:43.939861
AG,0.10969130688853067,2022-11-30,Silver mining,2022-11-30 13:03:43.939861
FSM,0.10383081425552301,2022-11-30,Silver mining,2022-11-30 13:03:43.939861
EXK,0.09841123403331987,2022-11-30,Silver mining,2022-11-30 13:03:43.939861
CDE,0.09646520288085599,2022-11-30,Silver mining,2022-11-30 13:03:43.939861
ZWS,0.19976996259010532,2022-11-30,Water Utilities,2022-11-30 13:03:44.174689
AWK,0.18173264740471953,2022-11-30,Water Utilities,2022-11-30 13:03:44.174689
WTRG,0.17857909706662906,2022-11-30,Water Utilities,2022-11-30 13:03:44.174689
CWT,0.1489444609853508,2022-11-30,Water Utilities,2022-11-30 13:03:44.174689
MSEX,0.1488509209400043,2022-11-30,Water Utilities,2022-11-30 13:03:44.174689
AWR,0.14212291101319105,2022-11-30,Water Utilities,2022-11-30 13:03:44.174689
TTC,0.1199112517074556,2022-11-30,Heavy Equipment and Machinery,2022-11-30 13:03:44.507555
PCAR,0.11518607376529315,2022-11-30,Heavy Equipment and Machinery,2022-11-30 13:03:44.507555
LNN,0.11424518498710355,2022-11-30,Heavy Equipment and Machinery,2022-11-30 13:03:44.507555
ALSN,0.1107953605745873,2022-11-30,Heavy Equipment and Machinery,2022-11-30 13:03:44.507555
OSK,0.10486846029523357,2022-11-30,Heavy Equipment and Machinery,2022-11-30 13:03:44.507555
CAT,0.09483292389027516,2022-11-30,Heavy Equipment and Machinery,2022-11-30 13:03:44.507555
DE,0.0942730828078085,2022-11-30,Heavy Equipment and Machinery,2022-11-30 13:03:44.507555
CNHI,0.08331767679759343,2022-11-30,Heavy Equipment and Machinery,2022-11-30 13:03:44.507555
TEX,0.08248062648745151,2022-11-30,Heavy Equipment and Machinery,2022-11-30 13:03:44.507555
AGCO,0.08008935868719826,2022-11-30,Heavy Equipment and Machinery,2022-11-30 13:03:44.507555
SONY,0.2959778502630517,2022-11-30,Virtual reality and AR,2022-11-30 13:03:44.888383
MSFT,0.22252656332754864,2022-11-30,Virtual reality and AR,2022-11-30 13:03:44.888383
QCOM,0.1430229779433087,2022-11-30,Virtual reality and AR,2022-11-30 13:03:44.888383
BABA,0.09817528556802937,2022-11-30,Virtual reality and AR,2022-11-30 13:03:44.888383
BIDU,0.09537342843072467,2022-11-30,Virtual reality and AR,2022-11-30 13:03:44.888383
NVDA,0.05765424049660942,2022-11-30,Virtual reality and AR,2022-11-30 13:03:44.888383
SNAP,0.05731913450854665,2022-11-30,Virtual reality and AR,2022-11-30 13:03:44.888383
U,0.02995051946218079,2022-11-30,Virtual reality and AR,2022-11-30 13:03:44.888383
IBM,0.3,2022-11-30,Analytics and BI Platforms,2022-11-30 13:03:45.155690
ORCL,0.23208542864657822,2022-11-30,Analytics and BI Platforms,2022-11-30 13:03:45.155690
SAP,0.19938569586821847,2022-11-30,Analytics and BI Platforms,2022-11-30 13:03:45.155690
AYX,0.10199688721721147,2022-11-30,Analytics and BI Platforms,2022-11-30 13:03:45.155690
SPLK,0.09850896352010031,2022-11-30,Analytics and BI Platforms,2022-11-30 13:03:45.155690
DOMO,0.06802302474789157,2022-11-30,Analytics and BI Platforms,2022-11-30 13:03:45.155690
RY,0.05781534954451596,2022-11-30,Banking,2022-11-30 13:03:46.010838
BNS,0.05705335128218987,2022-11-30,Banking,2022-11-30 13:03:46.010838
TD,0.05589075167562886,2022-11-30,Banking,2022-11-30 13:03:46.010838
HDB,0.05446284625485716,2022-11-30,Banking,2022-11-30 13:03:46.010838
CM,0.054399859849706814,2022-11-30,Banking,2022-11-30 13:03:46.010838
